sched,carga,pathloss,alpha,seed,jfi_slots,jfi_throughput,jfi_win,starv_p95,starv_max,throughput_aggregate_bps,throughput_mean_per_ue_bps,thr_5pct,nunca,gini_slots,gini_throughput,slots_vec,thr_vec,j_beta_-3.0,j_beta_-2.0,j_beta_-1.0,j_beta_+0.0,j_beta_+0.5,j_beta_+0.9
RR,8,True,1.5,26,1.0,0.925685005215103,1.0,8.0,8,49279582.0,6159947.75,4536417.675,0,0.0,0.14622003591670074,"1250,1250,1250,1250,1250,1250,1250,1250","6871728.000,4515253.000,6498018.000,10068709.000,4575723.500,4824146.000,5128127.500,6797877.000",0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0000000000000002
MaxCI,8,True,1.5,26,0.3280906029811835,0.29619814125391036,0.327430842386846,33.0,500,91609648.625,11451206.078125,1007517.5,0,0.611925,0.6432479840425216,"1218,135,980,5833,149,220,248,1217","10403734.000,959897.375,8220313.000,57003344.000,1095954.875,1654053.625,1874113.750,10398238.000",0.2560883450539222,0.27740567126290744,0.32809060298118337,0.4827893515813322,0.6720481430319084,0.922156920269789
PF,8,True,1.5,26,0.9984869328414494,0.9566709567026799,0.987231551141162,19.0,32,78410147.0,9801268.375,7774077.4,0,0.01927499999999993,0.11172594473008712,"1260,1218,1263,1364,1202,1215,1218,1260","10740593.000,7746058.500,10402375.000,14277942.000,7826112.500,8210631.000,8422246.000,10784189.000",0.9968777485467971,0.9976944224977253,0.9984869328414494,0.9992553868014931,0.9996306561271346,0.9999266033309995
RR,8,True,1.5,27,1.0,0.7636605258443283,1.0,8.0,8,41099417.5,5137427.1875,2586878.2875,0,0.0,0.2922372515985172,"1250,1250,1250,1250,1250,1250,1250,1250","8864014.000,3236171.750,3253701.750,10539354.000,2680011.750,2536729.500,3929111.750,6060323.000",0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0000000000000002
MaxCI,8,True,1.5,27,0.2660188122545205,0.25237423376043605,0.264051085640481,12.0,2502,95349192.703125,11918649.087890625,49776.274609375,0,0.7478,0.7620106731356431,"3096,26,45,6081,10,10,88,644","28905924.000,151851.312,258666.219,60347804.000,46748.121,55399.988,568684.062,5014115.000",0.23741730731733654,0.24762899156345483,0.2660188122545205,0.31915433983007097,0.434835210791259,0.8074519419037623
PF,8,True,1.5,27,0.9951652483836924,0.8421649468856256,0.9813732287744206,19.0,42,67526992.5,8440874.0625,4982111.65,0,0.03709999999999991,0.23116954768124764,"1347,1195,1192,1422,1180,1161,1216,1287","13302669.000,6070678.000,6018580.500,15072685.000,5142518.000,4895739.000,7051926.000,9972197.000",0.9900728056102422,0.9926472405567331,0.9951652483836925,0.9976185171958238,0.9988186207245011,0.9997652555879594
RR,8,True,1.5,28,1.0,0.9734129713814919,1.0,8.0,8,52526142.5,6565767.8125,5466411.725,0,0.0,0.087556733059162,"1250,1250,1250,1250,1250,1250,1250,1250","5595406.500,7115677.500,6114134.000,8920641.000,5633925.500,6853668.000,5396953.000,6895737.000",0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0000000000000002
MaxCI,8,True,1.5,28,0.5885167851578516,0.5505634314778111,0.5717035757700553,28.0,177,89331391.5,11166423.9375,3304570.4625,0,0.40585000000000004,0.4325014054549905,"481,1568,742,3779,459,1204,385,1382","3951767.250,13918837.000,6154436.500,35812592.000,3738674.750,10524315.000,3070822.000,12159947.000",0.44873016835755986,0.4984835447699134,0.5885167851578514,0.7505001696181305,0.8656819671926769,0.9719739481862607
PF,8,True,1.5,28,0.9994599717880435,0.9848302184913533,0.9890123669038196,18.0,34,83062597.0,10382824.625,9005608.35,0,0.012175000000000047,0.06735171818670693,"1217,1263,1239,1315,1238,1253,1219,1256","9267728.000,11203687.000,9784832.000,13057363.000,9292532.000,10694167.000,8864467.000,10897821.000",0.9989036535284921,0.9991838553305477,0.9994599717880437,0.9997320142605279,0.999866512924268,0.9999733833719718
RR,8,True,1.5,29,1.0,0.9246256447531056,1.0,8.0,8,49774978.0,6221872.25,4481960.95,0,0.0,0.15014743452021206,"1250,1250,1250,1250,1250,1250,1250,1250","4470111.000,4503968.000,10171838.000,7313468.500,5935267.000,5383410.500,5118918.500,6877996.500",0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0000000000000002
MaxCI,8,True,1.5,29,0.33470557262821743,0.30241190565242376,0.3337061863849098,32.0,643,91587953.5625,11448494.1953125,847597.253125,0,0.61635,0.6480599724674354,"118,120,5738,1550,618,368,316,1172","841612.188,858712.375,56067760.000,13563815.000,5016510.500,2864576.750,2424914.750,9950052.000",0.26152926813308247,0.28337742589016757,0.33470557262821743,0.49052223869214007,0.6785581231033025,0.9237991156735881
PF,8,True,1.5,29,0.9987219554880011,0.9580010865603087,0.9888627853328704,18.0,34,78547460.0,9818432.5,7638000.05,0,0.018000000000000016,0.11278235636136413,"1211,1210,1354,1276,1235,1227,1227,1260","7619564.500,7672237.500,14192959.000,11262796.000,9591798.000,8841028.000,8658069.000,10709008.000",0.9973677743156262,0.9980544155295402,0.9987219554880012,0.9993704426582746,0.9996875771655772,0.9999378911841649
RR,8,True,1.5,30,1.0,0.8401272592690885,1.0,8.0,8,44906464.0,5613308.0,3419118.975,0,0.0,0.22863011018859103,"1250,1250,1250,1250,1250,1250,1250,1250","5640990.500,10141800.000,3572521.250,4107356.500,3336517.750,3753008.000,5241638.000,9112632.000",0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0000000000000002
MaxCI,8,True,1.5,30,0.2890865212831279,0.274311486305542,0.28538185408185096,22.0,1733,94578365.03125,11822295.62890625,188488.2140625,0,0.7164999999999999,0.7342035134917604,"447,5479,31,77,33,58,279,3596","3378706.750,53918436.000,186755.047,510112.469,191706.953,368432.062,2071719.750,33952496.000",0.2634276926047826,0.27206789373408324,0.28908652128312784,0.35376391438720467,0.49768098018041085,0.8501242903560357
PF,8,True,1.5,30,0.9968555189510209,0.8959261939761799,0.9832138744163449,19.0,36,72458521.5,9057315.1875,6130891.25,0,0.030100000000000016,0.18121339341018716,"1260,1385,1200,1216,1174,1193,1232,1340","9310565.000,14574051.000,6389477.500,7224669.000,5991652.500,6767705.500,8622920.000,13577481.000",0.9935628378394485,0.9952261294179204,0.9968555189510208,0.9984477365281925,0.9992290170159419,0.9998466406137028
RR,8,True,1.5,31,1.0,0.9200489641248522,1.0,8.0,8,49264474.5,6158059.3125,4608482.625,0,0.0,0.14775886957852347,"1250,1250,1250,1250,1250,1250,1250,1250","5099598.000,4389268.000,5120018.000,5185242.500,7447829.000,5015595.500,10252653.000,6754270.500",0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0000000000000002
MaxCI,8,True,1.5,31,0.31045711457183867,0.2814165454598266,0.31012198485208137,38.0,481,92064550.5625,11508068.8203125,1245186.346875,0,0.6371249999999999,0.6694353337550134,"269,132,275,265,1755,238,5975,1091","1998717.750,945213.312,2117327.750,2022893.625,15492894.000,1802279.125,58514892.000,9170333.000",0.24767991467078287,0.2664464443994063,0.31045711457183867,0.4555527665993938,0.6520858334608809,0.9183417361249165
PF,8,True,1.5,31,0.998403353357311,0.954717236377671,0.9863323997142289,18.0,35,77945599.5,9743199.9375,7924446.875,0,0.018450000000000077,0.1105152823604878,"1223,1208,1224,1225,1271,1225,1373,1251","8412774.000,7679820.500,8589084.000,8487607.000,11471123.000,8378753.000,14391966.000,10534472.000",0.9966724594584867,0.9975549159551536,0.9984033533573112,0.9992181883043931,0.9996131801673148,0.9999232853983849
RR,8,True,1.5,32,1.0,0.9003668282046833,1.0,8.0,8,47222616.25,5902827.03125,4112194.7125,0,0.0,0.16859154656112474,"1250,1250,1250,1250,1250,1250,1250,1250","4286773.500,6637304.500,4018190.750,4602078.500,4846679.500,5856141.000,10483945.000,6491503.500",0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0000000000000002
MaxCI,8,True,1.5,32,0.2595620154703945,0.23205459556894947,0.2609079685949141,33.0,502,92630436.625,11578804.578125,741572.69375,0,0.674375,0.7080213139729978,"125,1032,99,168,241,590,6757,988","860822.750,8546144.000,677361.125,1208860.500,1775424.750,4633385.500,66743204.000,8185234.000",0.21074204882950937,0.22421921201490916,0.2595620154703945,0.3962883636361802,0.6031533194040262,0.9040872558696837
PF,8,True,1.5,32,0.9976793180917731,0.9404691779893577,0.9855200157138515,18.0,35,75701455.5,9462681.9375,7186910.9,0,0.022725000000000106,0.13025827571439486,"1208,1252,1193,1218,1222,1251,1399,1257","7336608.500,10469114.000,7106304.500,7829174.500,8263336.000,9438211.000,14876015.000,10382692.000",0.9951314459441913,0.9964342256023203,0.9976793180917731,0.9988675102917274,0.9994406290175023,0.9998892161750874
RR,8,True,1.5,33,1.0,0.9878350955519232,1.0,8.0,8,53921621.0,6740202.625,6059747.825,0,0.0,0.056381792101539485,"1250,1250,1250,1250,1250,1250,1250,1250","6334277.000,6087457.000,6044827.500,6908947.000,7025603.500,6186321.500,6871378.500,8462809.000",0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0000000000000002
MaxCI,8,True,1.5,33,0.726777567109187,0.6919277097838302,0.6969331721639305,27.0,101,88512920.0,11064115.0,5624502.525,0,0.2906500000000001,0.3126887577542352,"766,752,640,1210,1492,729,1287,3124","6493649.000,6331874.500,5351330.500,10520106.000,13220780.000,6131822.000,11210964.000,29252394.000",0.568676784415943,0.631046271069436,0.726777567109187,0.856849072595396,0.9287247050856915,0.985963751261346
PF,8,True,1.5,33,0.9997946021969246,0.9930046830197491,0.9893656841856642,18.0,34,84016389.0,10502048.625,9715832.2,0,0.007824999999999971,0.04314991298900028,"1233,1230,1235,1258,1255,1240,1263,1286","9892112.000,9808998.000,9665666.000,10624113.000,10983093.000,9832102.000,10729061.000,12481244.000",0.9995866795748396,0.9996909528602589,0.9997946021969246,0.9998976202341124,0.9999488903219688,0.999989790936525
RR,8,True,1.5,34,1.0,0.9186721876615187,1.0,8.0,8,50125222.25,6265652.78125,3844005.7375,0,0.0,0.1601798402749226,"1250,1250,1250,1250,1250,1250,1250,1250","3840730.000,7067984.000,8453238.000,3850089.250,4101389.000,7453527.000,8212149.000,7146116.000",0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0000000000000002
MaxCI,8,True,1.5,34,0.5668077730839041,0.550646504104386,0.5482597671197839,17.0,922,91432757.78125,11429094.72265625,274798.84375,0,0.481425,0.495568102641881,"36,1267,3037,46,68,1545,2643,1358","246859.219,11149617.000,28775494.000,326686.719,468901.844,13733698.000,24761496.000,11970005.000",0.5119722182923572,0.5344584685300716,0.566807773083904,0.6278556073161855,0.7158068603980849,0.9127821893938753
PF,8,True,1.5,34,0.998752438354203,0.9426390882893213,0.9871702567907455,18.0,35,79538018.5,9942252.3125,6781813.15,0,0.019074999999999953,0.13249983166854973,"1197,1265,1297,1191,1196,1283,1299,1272","6735120.000,10988729.000,12819030.000,6868529.000,7008574.500,11391582.000,12544680.000,11181774.000",0.9975337858328647,0.9981392159081889,0.998752438354203,0.9993728980514723,0.9996856574204616,0.9999370086440379
RR,8,True,1.5,35,1.0,0.6753951333254506,1.0,8.0,8,33106138.25,4138267.28125,2460047.3,0,0.0,0.28142381099825187,"1250,1250,1250,1250,1250,1250,1250,1250","3899248.750,3656226.500,2576223.750,2397490.750,3095005.500,11611617.000,2580791.000,3289535.000",0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0000000000000002
MaxCI,8,True,1.5,35,0.1465726919174752,0.13654149148759107,0.14680727926921214,28.0,2230,94692310.2734375,11836538.784179688,135855.373828125,0,0.823575,0.8471588792034399,"243,194,51,35,116,9228,27,106","1377505.625,1055162.125,245280.516,154437.812,588424.250,90581080.000,125849.445,564570.500",0.1391339540991134,0.14100737807281216,0.1465726919174752,0.18713786210478997,0.33989577826264256,0.8044351554196356
PF,8,True,1.5,35,0.9936239548268344,0.7974922011471199,0.9799867063631876,19.0,37,56587450.0,7073431.25,4779778.525,0,0.03299999999999992,0.21215869419809508,"1242,1240,1193,1187,1217,1510,1196,1215","6953439.000,6652719.500,5098286.500,4714996.500,5938508.500,16288029.000,4900088.000,6041383.000",0.9860438641475656,0.989986115507019,0.9936239548268345,0.9969589288730644,0.9985154054415862,0.999708741067006
RR,8,True,1.5,36,1.0,0.9226481255000674,1.0,8.0,8,48884780.5,6110597.5625,4334336.4,0,0.0,0.15152039626116354,"1250,1250,1250,1250,1250,1250,1250,1250","5904919.000,4371187.500,5075655.000,9973851.000,6004121.500,5566053.000,7674500.000,4314493.500",0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0000000000000002
MaxCI,8,True,1.5,36,0.3327059120882385,0.30452738970274645,0.33150148998926615,32.0,533,91954801.875,11494350.234375,623538.93125,0,0.636725,0.6657011174096992,"604,91,255,5605,704,405,2247,89","4866879.500,619557.375,1923833.500,54674996.000,5808334.500,3198301.750,20231966.000,630933.250",0.26815891377213297,0.28822533453884125,0.33270591208823846,0.47004438843302365,0.6523400813241376,0.914282318316858
PF,8,True,1.5,36,0.9984520000191702,0.9504154197683798,0.9861802331895321,18.0,36,77999136.0,9749892.0,7327571.85,0,0.01970000000000005,0.12348356813849826,"1247,1204,1232,1365,1237,1236,1279,1200","9654967.000,7309875.500,8404670.000,14285296.000,9846981.000,9106553.000,12030357.000,7360436.500",0.9968045793922058,0.9976407870723432,0.9984520000191703,0.9992383282534364,0.9996222276765766,0.9999249336388931
RR,8,True,1.5,37,1.0,0.987627285189969,1.0,8.0,8,53470287.5,6683785.9375,5820699.275,0,0.0,0.06273563729201936,"1250,1250,1250,1250,1250,1250,1250,1250","7709881.000,7864512.500,6474186.000,7084532.500,6593890.000,6054791.000,5922740.500,5765754.000",0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0000000000000002
MaxCI,8,True,1.5,37,0.7674545252495608,0.7439075044553086,0.7236088441939779,27.0,154,88413384.0,11051673.0,4429100.175,0,0.30089999999999995,0.31979608426706063,"2232,2387,1029,1563,1034,663,521,571","20350238.000,21872764.000,8784604.000,13825411.000,8979427.000,5623162.500,4289593.500,4688184.000",0.6667654267103438,0.7059505854065187,0.7674545252495609,0.8635268169502364,0.9271099957084854,0.9847972161753323
PF,8,True,1.5,37,0.9997645354566093,0.9918985911945905,0.9893057454767885,18.0,35,84020740.0,10502592.5,9334623.85,0,0.008625000000000105,0.05087165680759309,"1270,1274,1256,1269,1243,1233,1217,1238","11810601.000,11909018.000,10343745.000,11081551.000,10372991.000,9772359.000,9263192.000,9467283.000",0.9995305649283905,0.9996473553291431,0.9997645354566094,0.9998820891517698,0.9999410009672786,0.9999881933161677
RR,8,True,1.5,38,1.0,0.9588594590730808,1.0,8.0,8,51491580.5,6436447.5625,5134950.35,0,0.0,0.10529028503019044,"1250,1250,1250,1250,1250,1250,1250,1250","6994614.000,9550671.000,6544858.500,6557713.000,5822789.000,5684923.000,5278191.500,5057820.500",0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0000000000000002
MaxCI,8,True,1.5,38,0.4397907159124373,0.3994383719074596,0.4357009239733099,32.0,211,90190283.25,11273785.40625,2273658.4875,0,0.49065000000000003,0.5231938410477273,"1373,4863,1031,1006,585,519,375,248","11968612.000,46863836.000,8817792.000,8672215.000,4810463.000,4195011.000,2956239.250,1906115.000",0.32572147171980786,0.36067225787670637,0.43979071591243735,0.6334810070357131,0.7981984178267282,0.9576386007866166
PF,8,True,1.5,38,0.9992009589771251,0.9780058936550181,0.9894233086667883,18.0,36,81572162.0,10196520.25,8543237.65,0,0.01429999999999998,0.07857730005979247,"1267,1333,1254,1244,1224,1241,1222,1215","10930400.000,13628245.000,10458637.000,10441464.000,9478644.000,9389123.000,8888114.000,8357535.000",0.9983630535931465,0.9987869016751498,0.9992009589771251,0.999605294724719,0.9998038446816967,0.9999609598296799
RR,8,True,1.5,39,1.0,0.9972302215887501,1.0,8.0,8,54003410.5,6750426.3125,6334236.875,0,0.0,0.029293644102347915,"1250,1250,1250,1250,1250,1250,1250,1250","6351574.000,7438387.000,7053258.000,6525347.500,6579488.500,6324901.500,6888956.000,6841498.000",0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0000000000000002
MaxCI,8,True,1.5,39,0.917752490229607,0.907627883106716,0.8577112509610915,23.44999999999891,87,87993124.5,10999140.5625,6959394.125,0,0.16262500000000002,0.17301779711777376,"867,2027,1555,1009,1222,786,1299,1235","7403700.000,18290514.000,13980729.000,8779697.000,10629783.000,6720152.500,11348831.000,10839718.000",0.8472398007422433,0.8805142919192008,0.917752490229607,0.9580293099497279,0.9788967369423969,0.9957696903855375
PF,8,True,1.5,39,0.9998892922575613,0.9979726349162544,0.9881775665202371,18.0,33,85051524.0,10631440.5,10029161.9,0,0.005749999999999922,0.025265217469824464,"1239,1276,1253,1235,1247,1238,1264,1248","10093040.000,11509526.000,11129887.000,10309004.000,10605656.000,9994766.000,10763115.000,10646530.000",0.9997774648989937,0.9998335174878707,0.9998892922575613,0.9999447870975957,0.9999724289125153,0.9999944914520736
RR,8,True,1.5,40,1.0,0.9791245387043536,1.0,8.0,8,53302079.5,6662759.9375,5951896.65,0,0.0,0.0679670539401751,"1250,1250,1250,1250,1250,1250,1250,1250","5882677.500,6179102.000,6298094.000,6351753.000,8975699.000,6080446.500,6139053.000,7395254.500",0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0000000000000002
MaxCI,8,True,1.5,40,0.581124085519894,0.5398122114630439,0.5672667805719578,30.0,140,89173855.5,11146731.9375,5280075.825,0,0.3667750000000001,0.39478888868385864,"640,745,820,813,3877,637,630,1838","5326960.000,6247963.000,6894228.500,6883376.500,36765184.000,5327945.000,5254830.500,16473368.000",0.4339335460927687,0.4837923776807375,0.5811240855198941,0.761354804008992,0.879256207879882,0.9763011577297098
PF,8,True,1.5,40,0.9996852191182041,0.9881161865033821,0.9889868146064527,18.0,36,83359790.0,10419973.75,9650959.4,0,0.008450000000000069,0.05097886522986683,"1233,1246,1241,1242,1303,1234,1236,1265","9683978.000,9854364.000,9980731.000,10031900.000,13077812.000,9665665.000,9643041.000,11422299.000",0.9993590457213503,0.9995235664917507,0.999685219118204,0.9998440230012853,0.9999223634035562,0.9999845288388486
RR,8,True,1.5,41,1.0,0.9915793606652946,1.0,8.0,8,53959025.5,6744878.1875,6015156.85,0,0.0,0.051551905111777874,"1250,1250,1250,1250,1250,1250,1250,1250","6057505.000,7606849.500,5992354.000,7554338.000,6724876.000,7254438.000,6125817.000,6642848.000",0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0000000000000002
MaxCI,8,True,1.5,41,0.8283990571890922,0.8077118855135235,0.7832660969193873,25.0,101,88473008.5,11059126.0625,5709590.925,0,0.24924999999999997,0.2665361513901723,"667,2204,729,1958,1082,1664,700,996","5584128.000,20203600.000,6149708.000,17804714.000,9412334.000,14853964.000,5942593.500,8521967.000",0.735763106174024,0.7736998762321241,0.8283990571890922,0.9044413906732593,0.9503056552461533,0.989835533281188
PF,8,True,1.5,41,0.9999038492458565,0.9950489390533489,0.9889568909707508,18.0,35,84744118.0,10593014.75,9779877.6,0,0.005449999999999955,0.03924624302538615,"1235,1265,1239,1262,1249,1259,1232,1259","9740623.000,11773784.000,9853138.000,11500371.000,10478798.000,11190565.000,9852779.000,10354060.000",0.9998080887920666,0.9998559184412266,0.9999038492458565,0.9999518776355705,0.9999759272981152,0.9999951836383927
RR,8,True,1.5,42,1.0,0.9838319894188217,1.0,8.0,8,53475578.0,6684447.25,5809323.6,0,0.0,0.06703918422349742,"1250,1250,1250,1250,1250,1250,1250,1250","7283042.500,7096302.000,6332994.500,5612551.500,8526067.000,6235664.000,6214199.000,6174757.500",0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0000000000000002
MaxCI,8,True,1.5,42,0.6645025502013071,0.6276369181347494,0.6410816277880818,28.0,132,89183170.5,11147896.3125,4640440.525,0,0.3400749999999999,0.36405107746758114,"1576,1521,765,484,3386,712,855,701","13996176.000,13441894.000,6522991.500,3946530.000,32006518.000,6039981.000,7299948.500,5929131.500",0.5133222709396641,0.5696835079283217,0.664502550201307,0.8128495527369869,0.9041558526681714,0.98077105293753
PF,8,True,1.5,42,0.9997079253325348,0.9902761404324385,0.98899640843294,18.0,35,84122243.0,10515280.375,9474864.65,0,0.008674999999999988,0.051628183820538354,"1253,1263,1250,1232,1299,1234,1237,1232","11118454.000,11066375.000,10032320.000,9279208.000,12800311.000,9864595.000,10122753.000,9838227.000",0.9994075817166469,0.9995587908581315,0.9997079253325349,0.9998549921564992,0.9999277528467472,0.9999855915899273
RR,8,True,1.5,43,1.0,0.9473272724077627,1.0,8.0,8,51450993.5,6431374.1875,4559326.75,0,0.0,0.13357748742985875,"1250,1250,1250,1250,1250,1250,1250,1250","7677503.000,8742321.000,5964303.500,4570633.500,8148670.000,5273683.500,6520640.500,4553238.500",0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0000000000000002
MaxCI,8,True,1.5,43,0.535512259889155,0.5110347411608755,0.5185572018386357,28.0,428,90592906.4375,11324113.3046875,964351.121875,0,0.5042,0.5253747477460988,"2008,3499,616,127,2382,283,948,137","18297376.000,33114272.000,5079639.500,927909.188,21879250.000,2213440.250,8048990.500,1032029.000",0.46104190180744803,0.4881809469635213,0.535512259889155,0.6454833004099534,0.7698821776814673,0.9428283079407406
PF,8,True,1.5,43,0.9992563933623155,0.9671316261665567,0.9880802596591653,18.0,38,81304686.0,10163085.75,7822630.2,0,0.015325000000000033,0.10446039973636934,"1271,1312,1243,1211,1276,1221,1259,1207","11797976.000,13036321.000,9629538.000,7872662.000,12140405.000,8718664.000,10313430.000,7795690.000",0.9985070429316406,0.9988823617170216,0.9992563933623155,0.9996289883961934,0.9998147011898473,0.9999629742178782
RR,8,True,1.5,44,1.0,0.7255117192878182,1.0,8.0,8,39243967.75,4905495.96875,2927200.2375,0,0.0,0.2810788265987707,"1250,1250,1250,1250,1250,1250,1250,1250","11005064.000,3003123.000,9112361.000,2886318.750,3204107.000,3206050.500,3429604.250,3397339.250",0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0000000000000002
MaxCI,8,True,1.5,44,0.23029136979959713,0.22018952574752537,0.22927123704491645,7.0,1931,96135597.5234375,12016949.690429688,130831.734765625,0,0.774775,0.7886108277546762,"6711,33,3038,20,35,36,60,67","66836464.000,175575.922,27913424.000,106738.711,199894.250,187763.078,336380.750,379356.812",0.20984812157943072,0.21750267300169832,0.23029136979959713,0.2686700405230381,0.38326258488216297,0.7963637892968568
PF,8,True,1.5,44,0.9941510514698245,0.8175980895663794,0.9808561446600091,19.0,40,64297732.5,8037216.5625,5549084.75,0,0.035600000000000076,0.2170150761148537,"1453,1198,1370,1185,1189,1193,1215,1197","15474337.000,5728284.000,13624543.000,5458828.500,5816967.000,5716703.500,6225764.000,6252305.500",0.9877326591733534,0.9910073558523618,0.9941510514698246,0.9971514731863731,0.9985951226480391,0.9997221548143349
RR,8,True,1.5,45,1.0,0.9618261411721318,1.0,8.0,8,52201087.5,6525135.9375,5350194.9,0,0.0,0.10231698118358157,"1250,1250,1250,1250,1250,1250,1250,1250","5216710.500,7353324.500,5598094.500,5919411.500,5609144.500,6106574.000,6918810.000,9479018.000",0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0000000000000002
MaxCI,8,True,1.5,45,0.44835319155377196,0.41009524545703124,0.44281078590892453,32.0,226,90146720.0,11268340.0,2331181.9375,0,0.5033000000000001,0.5343086519121272,"262,1600,398,642,361,684,1329,4724","2030549.000,14131056.000,3182390.250,5293319.000,2889500.250,5625803.500,11602146.000,45391956.000",0.33748497925629406,0.37254945093898456,0.448353191553772,0.6310560257502716,0.7926303785056755,0.9557614044490499
PF,8,True,1.5,45,0.9993581722074815,0.9773475024406769,0.9898709700894899,18.0,36,81568273.0,10196034.125,8717951.1,0,0.012899999999999912,0.0799215385496761,"1225,1263,1226,1240,1218,1247,1257,1324","8619494.000,11199834.000,9016798.000,9614559.000,8900800.000,9734214.000,10863374.000,13619200.000",0.9986890231099835,0.9990270371893128,0.9993581722074816,0.9996824738943882,0.9998420798441752,0.9999685504129875
RR,8,True,1.5,46,1.0,0.9404952634201129,1.0,8.0,8,51253771.5,6406721.4375,4735061.325,0,0.0,0.1354848771958177,"1250,1250,1250,1250,1250,1250,1250,1250","9153585.000,4775393.500,5262944.500,5886971.000,6592021.500,6024913.000,8844599.000,4713344.000",0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0000000000000002
MaxCI,8,True,1.5,46,0.43200790083697554,0.4035840027235081,0.4238662900137538,35.0,350,91416218.75,11427027.34375,1252901.35,0,0.5589500000000001,0.5868601437997019,"3985,185,290,499,901,586,3392,162","38174660.000,1383997.250,2221536.750,3991389.000,7630167.000,4808365.500,32023792.000,1182311.250",0.37005742532720176,0.3887281337762397,0.43200790083697554,0.5654674617540242,0.7277542941300481,0.9363672153102047
PF,8,True,1.5,46,0.9991060798082739,0.9629750620537273,0.988367566454342,18.0,32,80168703.0,10021087.875,7983093.8,0,0.015449999999999964,0.1059983033528682,"1315,1221,1223,1228,1260,1230,1307,1216","13331353.000,8105864.500,8588970.000,9282277.000,10326606.000,9600783.000,13015863.000,7916986.500",0.9981860083412395,0.9986491805996316,0.9991060798082739,0.9995564349352095,0.9997790806138231,0.9999559555353824
RR,8,True,1.5,47,1.0,0.9315240227331686,1.0,8.0,8,48929159.0,6116144.875,4719244.275,0,0.0,0.13204085778380126,"1250,1250,1250,1250,1250,1250,1250,1250","5214861.000,5765009.500,6270134.000,5308032.000,4683230.500,6768359.000,10133406.000,4786127.000",0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0000000000000002
MaxCI,8,True,1.5,47,0.2973806333170226,0.26360521384929636,0.2984708095310178,37.0,296,91288865.375,11411108.171875,1662635.55625,0,0.6076250000000001,0.6468111639143592,"366,566,863,338,216,1135,6271,245","2807381.500,4552601.500,7066420.000,2565461.500,1571962.500,9487014.000,61406996.000,1831028.375",0.23275952456836047,0.25049725001184153,0.2973806333170226,0.46925766040171774,0.6839372854820763,0.9312556736720368
PF,8,True,1.5,47,0.9986796655877198,0.9625854222651399,0.9877589134457986,18.0,34,78166234.5,9770779.3125,8117308.775,0,0.016599999999999948,0.09723045840848332,"1227,1235,1251,1227,1220,1261,1364,1215","8758515.000,9418809.000,10060006.000,8666056.000,8032774.500,10565259.000,14390514.000,8274301.000",0.9972498916338017,0.9979786957210837,0.9986796655877198,0.9993532495262675,0.9996799407930863,0.9999365148225491
RR,8,True,1.5,48,1.0,0.8357259453464553,1.0,8.0,8,45927509.25,5740938.65625,2942490.65,0,0.0,0.2447436166756638,"1250,1250,1250,1250,1250,1250,1250,1250","3133885.750,6302871.500,2839431.750,4953697.500,3201523.250,6431278.500,9511509.000,9553312.000",0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0000000000000002
MaxCI,8,True,1.5,48,0.3520018599215075,0.3356139458542354,0.34659810039780814,20.0,2798,93811342.49609375,11726417.812011719,52392.6564453125,0,0.6585749999999999,0.6729250540348075,"16,573,6,225,14,877,4078,4211","107005.164,4654066.500,37716.551,1684810.500,79648.281,7249767.500,39349780.000,40648548.000",0.320780922161735,0.3301347137199187,0.3520018599215075,0.4219641142339875,0.5381729851269187,0.8427590094024735
